title,conductor,composer_id,movement,work_id
,,,,32764
,,,Overture,32765
,,,,32766
,,,,32767
,,,,32768
,,,Fragment (unspecified),32769
,,,,32770
,,,Overture,32771
,,,,32772
,,,,32773
,,,,32774
,,,Overture,32775
,,,,32776
,,,,32777
,,,,32778
,,,,32779
,,,,32780
,,,,32781
,,,Adagio,32782
,,,,32783
,,,,32784
,,,,32785
,,,,32786
,,,Act I: Prelude,32787
,,,,32788
,,,,32789
,,,Prelude and Liebestod (with or without soloist),32790
,,,"""Den hab' ich wohl vernommen"" (Isolde's Narration), Isolde, Act I, scene iii",32791
,,,"Bacchanale (Venusberg music), Act I, scene i",32792
,,,,32793
,,,PROLOGUE: Siegfried's Rhine Journey,32794
,,,"Siegfried's Funeral Music, ACT III, scene ii",32795
,,,"Brunnhilde's Immolation, Brunnhilde, Act III, scene iii",32796
,,,Overture,32797
,,,,32798
,,,,32799
,,,,32800
,,,Overture,32801
,,,,32802
,,,,32803
,,,,32804
,,,,32805
,,,,32806
,,,,32807
,,,,32808
,,,,32809
,,,,32810
,,,Marche militaire française,32811
,,,Prelude,32812
,,,,32813
,,,,32814
,,,,32815
,,,,32816
,,,,32817
,,,,32818
,,,Allegro non troppo,32819
,,,Scherzando: Allegro molto,32820
,,,Andante,32821
,,,Rondo: Allegro,32822
,,,,32823
,,,,32824
,,,,32825
,,,,32826
,,,,32827
,,,,32828
,,,,32829
,,,,32830
,,,,32831
,,,,32832
,,,,32833
,,,,32834
,,,,32835
,,,,32836
,,,,32837
,,,,32838
,,,,32839
,,,,32840
,,,,32841
,,,Overture,32842
,,,,32843
,,,,32844
,,,Act I: Prelude,32845
,,,"""Traume""",32846
,,,Waldweben (Forest Murmurs),32847
,,,"Bacchanale (Venusberg music), Act I, scene i",32848
,,,"Ride of the Valkyries, Act III",32849
,,,,32850
,,,,32851
,,,,32852
,,,,32853
,,,,32854
,,,,32855
,,,,32856
,,,,32857
,,,,32858
,,,,32859
,,,,32860
,,,,32861
,,,"Waltz in C-sharp minor, Op. 64, No. 2",32862
,,,"Nocturne No. 5 in F-sharp major, ""Les zéphyrs 2,"" Op. 15, No. 2",32863
,,,,32864
,,,,32865
,,,,32866
,,,,32867
,,,,32868
,,,,32869
,,,Introduction: The Open Prarie,32870
,,,Street in a Frontier Town,32871
,,,Prarie Night: Card Game,32872
,,,Gun Battle,32873
,,,Celebration,32874
,,,Billy's Death,32875
,,,The Open Prarie (reprise),32876
,,,,32877
,,,,32878
,,,,32879
,,,,32880
,,,,32881
,,,,32882
,,,,32883
,,,,32884
,,,,32885
,,,,32886
,,,,32887
,,,"""Long live Tsar Boris Feodorovich!"" (Coronation Scene), Prologue, scene ii",32888
,,,"""Farewell, my son, I am dying"" (Boris' Death), Boris (Aria), Act IV, scene ii",32889
,,,,32890
,,,,32891
,,,,32892
,,,,32893
,,,,32894
,,,,32895
,,,,32896
,,,,32897
,,,,32898
,,,,32899
,,,,32900
,,,,32901
,,,,32902
,,,,32903
,,,Ballet Des Sylphes,32904
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),32905
,,,Rakoczy March (Hungarian March),32906
,,,,32907
,,,"Overture (""Overture to a Comedy"")",32908
,,,,32909
,,,,32910
,,,Iniciación,32911
,,,Overture,32912
,,,Largo,32913
,,,Allegro risoluto,32914
,,,,32915
,,,,32916
,,,,32917
,,,,32918
,,,Nocturne,32919
,,,Valse,32920
,,,Mazurka,32921
,,,Prelude,32922
,,,Pas de deux,32923
,,,Waltz,32924
,,,,32925
,,,,32926
,,,,32927
,,,,32928
,,,Nocturne,32929
,,,Valse,32930
,,,Mazurka,32931
,,,Prelude,32932
,,,Pas de deux,32933
,,,Waltz,32934
,,,,32935
,,,,32936
,,,,32937
,,,,32938
,,,Overture,32939
,,,,32940
,,,"Waltz in G-flat major, Op. 70, No. 1",32941
,,,,32942
,,,,32943
,,,,32944
,,,,32945
,,,,32946
,,,,32947
,,,,32948
,,,Overture,32949
,,,,32950
,,,,32951
,,,Overture,32952
,,,,32953
,,,,32954
,,,,32955
,,,,32956
,,,Overture,32957
,,,,32958
,,,Vltava (The Moldau),32959
,,,,32960
,,,Evocación,32961
,,,,32962
,,,,32963
,,,,32964
,,,,32965
,,,,32966
,,,"Andante teneramente, con semplicita",32967
,,,,32968
,,,,32969
,,,,32970
,,,,32971
,,,,32972
,,,,32973
,,,,32974
,,,,32975
,,,Adagio,32976
,,,Prelude,32977
,,,,32978
,,,,32979
,,,,32980
,,,,32981
,,,,32982
,,,,32983
,,,Prelude No. 2 (Blue Lullaby),32984
,,,,32985
,,,,32986
,,,,32987
,,,,32988
,,,"Act I, Scene 1: Introduction",32989
,,,"Buzzard Song, Act II, scene 1",32990
,,,"My Man's Gone Now, Serena/Chorus, Act I, scene 2",32991
,,,"I Got Plenty o' Nuttin', Porgy/Chorus, Act II, scene 1",32992
,,,"Bess, You is My Woman Now, Porgy/Bess, Act II, scene 1",32993
,,,"It Ain't Necessarily So, Sportin' Life/Chorus, Act II, scene 2",32994
,,,"Clara, Clara, (Chorus), Act III, scene 1 (Requiem)",32995
,,,"Oh Lawd, I'm on My Way, Porgy/Chorus, Act III, scene 3",32996
,,,,32997
,,,,32998
,,,,32999
,,,,33000
,,,Act I: Prelude,33001
,,,"Magic Fire Music, Act III, scene iii",33002
,,,PROLOGUE: Siegfried's Rhine Journey,33003
,,,Prelude to Act I,33004
,,,,33005
,,,,33006
,,,Allegro moderato,33007
,,,,33008
,,,,33009
,,,,33010
,,,,33011
,,,,33012
,,,,33013
,,,,33014
,,,,33015
,,,,33016
,,,,33017
,,,,33018
,,,,33019
,,,,33020
,,,,33021
,,,,33022
,,,,33023
,,,,33024
,,,,33025
,,,,33026
,,,,33027
,,,,33028
,,,,33029
,,,Prelude and Liebestod (with or without soloist),33030
,,,,33031
,,,,33032
,,,"Overture (""Overture to a Comedy"")",33033
,,,,33034
,,,,33035
,,,,33036
,,,,33037
,,,,33038
,,,Fête-Dieu à Séville,33039
,,,Triana,33040
,,,Polka,33041
,,,Fugue,33042
,,,,33043
,,,,33044
,,,,33045
,,,,33046
,,,,33047
,,,,33048
,,,,33049
,,,,33050
,,,,33051
,,,,33052
,,,,33053
,,,Overture,33054
,,,,33055
,,,,33056
,,,,33057
,,,"Scherzo: Bewegt, lebhaft; Trio: Schnell",33058
,,,Polka,33059
,,,,33060
,,,,33061
,,,Preludio,33062
,,,Overture,33063
,,,,33064
,,,,33065
,,,,33066
,,,Romance,33067
,,,Kijé's Wedding (Wedding March),33068
,,,Troika,33069
,,,"Dance of the Persian Maidens, Act IV, scene i",33070
,,,,33071
,,,The Bureaucrat,33072
,,,Tema con variazioni (Andante con moto),33073
,,,"""Procession of the Sardar""",33074
,,,The Bureaucrat,33075
,,,,33076
,,,,33077
,,,,33078
,,,,33079
,,,No. 1 in C major: Presto,33080
,,,,33081
,,,,33082
,,,,33083
,,,,33084
,,,,33085
,,,"Act I, Scene 2 (Tatyana): Letter Scene",33086
,,,Waltz,33087
,,,"Act II, Scene 2: Kuda, kuda vï udalilis (Lensky's Aria)",33088
,,,Polonaise,33089
,,,"""Ah, I am Worn Out by Grief"" [Lisa's Arioso]",33090
,,,"""What is our life? A game!"" Herman (aria), Act III, scene iii",33091
,,,"Closing scene and Duet, Lisa and Herman, Act III, scene iii",33092
,,,,33093
,,,,33094
,,,,33095
,,,,33096
,,,,33097
,,,Menuetto I -- Menuetto II,33098
,,,Hungarian Dance No. 1,33099
,,,,33100
,,,Overture,33101
,,,,33102
,,,,33103
,,,,33104
,,,Overture,33105
,,,Overture,33106
,,,,33107
,,,,33108
,,,,33109
,,,,33110
,,,,33111
,,,,33112
,,,,33113
,,,,33114
,,,,33115
,,,,33116
,,,,33117
,,,,33118
,,,,33119
,,,,33120
,,,,33121
,,,"""Caro nome,"" Gilda (aria), Act I",33122
,,,,33123
,,,,33124
,,,"""Chacun le sait,"" Marie (aria)",33125
,,,"""Il faut partir,"" Marie (romanze)",33126
,,,"""Ah! salut à la France,"" Marie (cabalette)",33127
,,,,33128
,,,"Summertime, Clara, Act I, scene 1",33129
,,,,33130
,,,,33131
,,,,33132
,,,,33133
,,,,33134
,,,,33135
,,,,33136
,,,,33137
,,,,33138
,,,Prelude and Liebestod (with or without soloist),33139
,,,"Bacchanale (Venusberg music), Act I, scene i",33140
,,,Overture,33141
,,,"Ride of the Valkyries, Act III",33142
,,,,33143
,,,,33144
,,,,33145
,,,,33146
,,,,33147
,,,,33148
,,,Overture,33149
,,,,33150
,,,,33151
,,,,33152
,,,,33153
,,,Overture,33154
,,,,33155
,,,,33156
,,,,33157
,,,"Kräftig bewegt, doch nicht zu schnell (With powerful movement, but not too quick)",33158
,,,,33159
,,,,33160
,,,,33161
,,,,33162
,,,,33163
,,,ballet music (unspecified),33164
,,,,33165
,,,,33166
,,,,33167
,,,"Overture, Op. 362",33168
,,,Prelude to Act I,33169
,,,Act III: Prelude,33170
,,,"""Dich Teure Halle,"" Elizabeth (aria), Act II, scene i",33171
,,,Overture [Dresden],33172
,,,"""Traume""",33173
,,,"""Schmerzen""",33174
,,,,33175
,,,"Entrance of the Gods into Valhalla, scene iv (final scene)",33176
,,,,33177
,,,"Brunnhilde's Immolation, Brunnhilde, Act III, scene iii",33178
,,,"""Du bist der Lenz,"" Sieglinde (aria), Act I, scene iii",33179
,,,,33180
,,,,33181
,,,,33182
,,,,33183
,,,,33184
,,,,33185
,,,Overture,33186
,,,,33187
,,,7. Nocturne: Andante tranquillo,33188
,,,1. Scherzo: Allegro vivace,33189
,,,,33190
,,,,33191
,,,,33192
,,,,33193
,,,"Fêtes (""Festivals"")",33194
,,,,33195
,,,,33196
,,,,33197
,,,,33198
,,,,33199
,,,Bacchanale,33200
,,,,33201
,,,,33202
,,,,33203
,,,,33204
,,,,33205
,,,,33206
,,,,33207
,,,Overture,33208
,,,,33209
,,,,33210
,,,,33211
,,,1. Scherzo: Allegro vivace,33212
,,,,33213
,,,Nocturne,33214
,,,Musette,33215
,,,Ballade,33216
,,,,33217
,,,,33218
,,,,33219
,,,,33220
,,,,33221
,,,,33222
,,,,33223
,,,,33224
,,,,33225
,,,Prelude and Liebestod (with or without soloist),33226
,,,,33227
,,,,33228
,,,,33229
,,,,33230
,,,,33231
,,,,33232
,,,,33233
,,,,33234
,,,,33235
,,,,33236
,,,,33237
,,,Prelude and Liebestod (with or without soloist),33238
,,,,33239
,,,,33240
,,,,33241
,,,Dance Tunes for Strings and Percussion,33242
,,,Prelude and Liebestod (with or without soloist),33243
,,,,33244
,,,,33245
,,,,33246
,,,With Humor (Scherzo),33247
,,,,33248
,,,,33249
,,,,33250
,,,,33251
,,,,33252
,,,,33253
,,,,33254
,,,,33255
,,,,33256
,,,,33257
,,,,33258
,,,Sarabande,33259
,,,,33260
,,,,33261
,,,,33262
,,,,33263
,,,,33264
,,,,33265
,,,Polka,33266
,,,Fugue,33267
,,,,33268
,,,Sarabande,33269
,,,,33270
,,,,33271
,,,,33272
,,,,33273
,,,,33274
,,,,33275
,,,,33276
,,,,33277
,,,,33278
,,,Allegro,33279
,,,Allegretto scherzando,33280
,,,Finale: Allegro con fuoco,33281
,,,,33282
,,,,33283
,,,,33284
,,,,33285
,,,,33286
,,,,33287
,,,,33288
,,,,33289
,,,,33290
,,,,33291
,,,,33292
,,,,33293
,,,,33294
,,,,33295
,,,,33296
,,,,33297
,,,,33298
,,,,33299
,,,,33300
,,,Overture,33301
,,,,33302
,,,,33303
,,,,33304
,,,,33305
,,,,33306
,,,,33307
,,,,33308
,,,,33309
,,,,33310
,,,,33311
,,,IX. Ballet,33312
,,,,33313
,,,Overture,33314
,,,,33315
,,,,33316
,,,,33317
,,,,33318
,,,Overture,33319
,,,7. Nocturne: Andante tranquillo,33320
,,,1. Scherzo: Allegro vivace,33321
,,,,33322
,,,,33323
,,,,33324
,,,,33325
,,,,33326
,,,"Overture (""Overture to a Comedy"")",33327
,,,,33328
,,,,33329
,,,,33330
,,,,33331
,,,,33332
,,,,33333
,,,,33334
,,,,33335
,,,,33336
,,,,33337
,,,,33338
,,,,33339
,,,,33340
,,,,33341
,,,,33342
,,,,33343
,,,,33344
,,,,33345
,,,,33346
,,,,33347
,,,,33348
,,,,33349
,,,,33350
,,,Overture,33351
,,,"Dream Pantomime, Act II, scene 3",33352
,,,Adagio,33353
,,,Allegro scherzando,33354
,,,,33355
,,,,33356
,,,,33357
,,,,33358
,,,,33359
,,,Overture,33360
,,,,33361
,,,,33362
,,,,33363
,,,,33364
,,,Overture,33365
,,,Largo (Pastorale),33366
,,,"Dream Pantomime, Act II, scene 3",33367
,,,,33368
,,,Allegro,33369
,,,Angelus (Andante sostenuto),33370
,,,Polonaise,33371
,,,,33372
,,,,33373
,,,,33374
,,,,33375
,,,,33376
,,,,33377
,,,,33378
,,,,33379
,,,,33380
,,,,33381
,,,,33382
,,,,33383
,,,,33384
,,,Overture,33385
,,,,33386
,,,,33387
,,,,33388
,,,,33389
,,,Monumento funebre,33390
,,,Assalto,33391
,,,,33392
,,,,33393
,,,,33394
,,,,33395
,,,,33396
,,,,33397
,,,,33398
,,,,33399
,,,,33400
,,,,33401
,,,,33402
,,,,33403
,,,,33404
,,,,33405
,,,,33406
,,,,33407
,,,,33408
,,,Cantabile,33409
,,,,33410
,,,,33411
,,,,33412
,,,,33413
,,,,33414
,,,,33415
,,,,33416
,,,Cantabile,33417
,,,,33418
,,,,33419
,,,Overture,33420
,,,,33421
,,,,33422
,,,,33423
,,,,33424
,,,Allegro con brio,33425
,,,Overture,33426
,,,Allegro moderato,33427
,,,,33428
,,,Largo,33429
,,,Finale,33430
,,,Overture,33431
,,,,33432
,,,,33433
,,,,33434
,,,,33435
,,,,33436
,,,1. Scherzo: Allegro vivace,33437
,,,Forest Spirits,33438
,,,In the Hall of the Mountain King,33439
,,,,33440
,,,,33441
,,,,33442
,,,Dance of the Sugarplum Fairy (Fée dragée),33443
,,,Waltz of the Flowers,33444
,,,,33445
,,,,33446
,,,,33447
,,,,33448
,,,,33449
,,,Prelude and Liebestod (with or without soloist),33450
,,,,33451
,,,,33452
,,,,33453
,,,,33454
,,,No. 7 in C minor: Allegro assai,33455
,,,No. 5 in A major: Allegro vivace,33456
,,,,33457
,,,,33458
,,,,33459
,,,,33460
,,,No. 7 in C minor: Allegro assai,33461
,,,No. 5 in A major: Allegro vivace,33462
,,,Overture,33463
,,,,33464
,,,Blaník,33465
,,,,33466
,,,PROLOGUE: Dawn,33467
,,,PROLOGUE: Siegfried's Rhine Journey,33468
,,,"Siegfried's Funeral Music, ACT III, scene ii",33469
,,,,33470
,,,,33471
,,,,33472
,,,,33473
,,,,33474
,,,No. 7 in C minor: Allegro assai,33475
,,,No. 5 in A major: Allegro vivace,33476
,,,,33477
,,,,33478
,,,,33479
,,,Overture,33480
,,,Blaník,33481
,,,,33482
,,,Overture,33483
,,,,33484
,,,,33485
,,,,33486
,,,,33487
,,,,33488
,,,,33489
,,,,33490
,,,,33491
,,,,33492
,,,,33493
,,,,33494
,,,,33495
,,,,33496
,,,,33497
,,,,33498
,,,,33499
,,,,33500
,,,,33501
,,,,33502
,,,,33503
,,,,33504
,,,,33505
,,,,33506
,,,Forest Spirits,33507
,,,,33508
,,,,33509
,,,,33510
,,,,33511
,,,,33512
,,,Capering Kittens,33513
,,,Birds,33514
,,,Chipmunks,33515
,,,Listening to the Cuckoo,33516
,,,,33517
,,,,33518
,,,Allegretto non troppo – Allegro molto vivace,33519
,,,,33520
,,,Le Cygne (The Swan),33521
,,,V. Mosquito Dance,33522
,,,The Flight of the Bumble-Bee,33523
,,,Entrance of the Little Fauns,33524
,,,,33525
,,,,33526
,,,,33527
,,,,33528
,,,,33529
,,,,33530
,,,,33531
,,,,33532
,,,,33533
,,,,33534
,,,,33535
,,,,33536
,,,,33537
,,,,33538
,,,,33539
,,,,33540
,,,,33541
,,,Overture,33542
,,,,33543
,,,,33544
,,,,33545
,,,,33546
,,,Babaluayé,33547
,,,Canto a Oggun,33548
,,,Iniciación,33549
,,,Overture,33550
,,,,33551
,,,,33552
,,,Allegretto grazioso,33553
,,,,33554
,,,,33555
,,,Overture,33556
,,,,33557
,,,,33558
,,,,33559
,,,,33560
,,,,33561
,,,,33562
,,,,33563
,,,Allegro non troppo,33564
,,,Scherzando: Allegro molto,33565
,,,Andante,33566
,,,Rondo: Allegro,33567
,,,,33568
,,,,33569
,,,,33570
,,,,33571
,,,,33572
,,,,33573
,,,,33574
,,,,33575
,,,,33576
,,,,33577
,,,,33578
,,,,33579
,,,,33580
,,,,33581
,,,,33582
,,,,33583
,,,,33584
,,,Great festivities in Capulet's palace,33585
,,,"Star-lit night - Capulet's garden, silent and deserted - The young Capulets, leaving the hall, pass by singing fragements of the dance music (Love scene, Adagio)",33586
,,,"Queen Mab, or the Fairy of dreams (Scherzo)",33587
,,,Le Spectre de la rose (The Specter of the Rose),33588
,,,,33589
,,,,33590
,,,,33591
,,,,33592
,,,Overture,33593
,,,Overture,33594
,,,,33595
,,,,33596
,,,,33597
,,,"Animato (Scherzo, Dance-like)",33598
,,,Polka (Allegretto),33599
,,,,33600
,,,,33601
,,,,33602
,,,,33603
,,,,33604
,,,,33605
,,,,33606
,,,,33607
,,,Tema con variazioni (Andante con moto),33608
,,,,33609
,,,Overture,33610
,,,,33611
,,,,33612
,,,entr'acte (unspecified),33613
,,,,33614
,,,Overture,33615
,,,,33616
,,,,33617
,,,,33618
,,,,33619
,,,Act I: Prelude,33620
,,,"Transformation Music, Act I",33621
,,,"Temple Scene, Act I",33622
,,,Act I: Prelude,33623
,,,"Transformation Music, Act I",33624
,,,"Temple Scene, Act I",33625
,,,,33626
,,,Act III: Prelude,33627
,,,"""Wahn! Wahn!"" Sachs (monologue), Act III, scene i",33628
,,,"Procession of the Guilds, Act III, scene v",33629
,,,"The Dance of the Apprentices and Entrance of the Masters, (chorus), Act III, scene v",33630
,,,"Homage to Sachs, Act III, scene v",33631
,,,Act III: Finale,33632
,,,,33633
,,,,33634
,,,,33635
,,,,33636
,,,Elegy: Larghetto elegiaco,33637
,,,"Waltz: Moderato, tempo di valse",33638
,,,Overture,33639
,,,,33640
,,,,33641
,,,,33642
,,,,33643
,,,Elegy: Larghetto elegiaco,33644
,,,"Waltz: Moderato, tempo di valse",33645
,,,,33646
,,,,33647
,,,,33648
,,,,33649
,,,,33650
,,,,33651
,,,,33652
,,,,33653
,,,,33654
,,,,33655
,,,,33656
,,,,33657
,,,Allegro con brio,33658
,,,,33659
,,,Overture,33660
,,,,33661
,,,,33662
,,,,33663
,,,,33664
,,,,33665
,,,,33666
,,,,33667
,,,"Siegfried's Funeral Music, ACT III, scene ii",33668
,,,Prelude to Act I,33669
,,,,33670
,,,Overture,33671
,,,,33672
,,,,33673
,,,,33674
,,,,33675
,,,,33676
,,,,33677
,,,,33678
,,,,33679
,,,Overture,33680
,,,,33681
,,,,33682
,,,,33683
,,,Overture,33684
,,,,33685
,,,,33686
,,,,33687
,,,,33688
,,,,33689
,,,,33690
,,,,33691
,,,Overture,33692
,,,,33693
,,,Waltz (Unspecified),33694
,,,,33695
,,,Unspecified Liebestraum,33696
,,,,33697
,,,,33698
,,,,33699
,,,,33700
,,,,33701
,,,,33702
,,,,33703
,,,,33704
,,,,33705
,,,,33706
,,,,33707
,,,,33708
,,,,33709
,,,,33710
,,,,33711
,,,,33712
,,,Overture,33713
,,,,33714
,,,,33715
,,,,33716
,,,,33717
,,,"""Serenade"" (Choreographed by George Balanchine)",33718
,,,,33719
,,,,33720
,,,,33721
,,,,33722
,,,"The Magic Swan (Choreography by Alexandra Fedorova, after Petipa)",33723
,,,,33724
,,,,33725
,,,,33726
,,,,33727
,,,,33728
,,,,33729
,,,,33730
,,,,33731
,,,Introduction and Fugue,33732
,,,Adagio,33733
,,,Gavotte,33734
,,,Finale,33735
,,,,33736
,,,,33737
,,,,33738
,,,,33739
,,,,33740
,,,,33741
,,,,33742
,,,,33743
,,,Overture,33744
,,,,33745
,,,Ballet Des Sylphes,33746
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),33747
,,,Rakoczy March (Hungarian March),33748
,,,,33749
,,,,33750
,,,Overture,33751
,,,,33752
,,,,33753
,,,,33754
,,,,33755
,,,,33756
,,,"Waltz in D-flat major, Op. 64, No. 1 (Minute)",33757
,,,"Nocturne No. 8 in D-flat major, ""Les plaintives 2,"" Op. 27 No. 2",33758
,,,"Polonaise Militaire in A major, Op.40, No. 1",33759
,,,,33760
,,,,33761
,,,,33762
,,,Act I: Prelude,33763
,,,Act III: Introduction,33764
,,,"Good Friday Music, Act III",33765
,,,Act III: Prelude,33766
,,,"The Dance of the Apprentices and Entrance of the Masters, (chorus), Act III, scene v",33767
,,,"Overture (""Overture to a Comedy"")",33768
,,,,33769
,,,Gavottes I and II,33770
,,,,33771
,,,,33772
,,,Treasure Waltz,33773
,,,Overture,33774
,,,,33775
,,,,33776
,,,,33777
,,,,33778
,,,,33779
,,,,33780
,,,,33781
,,,,33782
,,,Prelude and Liebestod (with or without soloist),33783
,,,,33784
,,,,33785
,,,,33786
,,,,33787
,,,,33788
,,,,33789
,,,"The Magic Swan (Choreography by Alexandra Fedorova, after Petipa)",33790
,,,,33791
,,,,33792
,,,,33793
,,,,33794
,,,Overture,33795
,,,,33796
,,,,33797
,,,,33798
,,,,33799
,,,,33800
,,,,33801
,,,,33802
,,,"Aria (Elijah): Lord God of Abraham, Isaac, and Israel",33803
,,,,33804
,,,,33805
,,,,33806
,,,,33807
,,,,33808
,,,,33809
,,,"""Die Ehre Gottes in der Natur: Die Himmel ruhmen des Ewigen"" (Creation's Hymn)",33810
,,,Now sleeps the crimson petal,33811
,,,,33812
,,,,33813
,,,,33814
,,,,33815
,,,,33816
,,,,33817
,,,,33818
,,,,33819
,,,,33820
,,,,33821
,,,,33822
,,,,33823
,,,,33824
,,,,33825
,,,,33826
,,,,33827
,,,,33828
,,,,33829
,,,,33830
,,,,33831
,,,Overture,33832
,,,,33833
,,,,33834
,,,"Fêtes (""Festivals"")",33835
,,,,33836
,,,1. Morceau symphonique,33837
,,,,33838
,,,,33839
,,,,33840
,,,,33841
,,,,33842
,,,Overture,33843
,,,"""Pleurez, pleurez, mes yeux,"" Chimène (aria)",33844
,,,,33845
,,,,33846
,,,,33847
,,,"""La Calinda,"" Dance, Act II (adapted for concert by Eric Fenby)",33848
,,,"""Batuque"" (Danza di Negri)",33849
,,,"""O don fatale,"" Princess Eboli (aria), Act IV",33850
,,,,33851
,,,,33852
,,,,33853
,,,Ave Maria,33854
,,,,33855
,,,,33856
,,,,33857
,,,"Scherzo: Bewegt, lebhaft; Trio: Schnell",33858
,,,,33859
,,,,33860
,,,The festival in the palace of Prince Vladimir,33861
,,,,33862
,,,,33863
,,,,33864
,,,Lento lugubre — Moderato con moto — Andante,33865
,,,Introduction,33866
,,,Wedding March,33867
,,,,33868
,,,,33869
,,,,33870
,,,Overture,33871
,,,,33872
,,,,33873
,,,,33874
,,,Allegro,33875
,,,Dance Lesguine (Presto),33876
,,,,33877
,,,,33878
,,,Air,33879
,,,,33880
,,,Overture,33881
,,,,33882
,,,,33883
,,,,33884
,,,,33885
,,,,33886
,,,,33887
,,,,33888
,,,,33889
,,,,33890
,,,,33891
,,,,33892
,,,,33893
,,,"""Regnava nel silenzio,"" Lucia (aria), Act I, scene ii",33894
,,,,33895
,,,,33896
,,,,33897
,,,,33898
,,,,33899
,,,"""Song of the Hindu Jeweler""",33900
,,,"""Ou va la jeune Indoue"" (Bell Song)",33901
,,,,33902
,,,,33903
,,,,33904
,,,,33905
,,,,33906
,,,,33907
,,,,33908
,,,,33909
,,,,33910
,,,,33911
,,,,33912
,,,,33913
,,,Overture,33914
,,,,33915
,,,,33916
,,,,33917
,,,,33918
,,,IX. Ballet,33919
,,,IIIa. Entr'acte after Act II; Andante,33920
,,,,33921
,,,,33922
,,,,33923
,,,,33924
,,,,33925
,,,,33926
,,,,33927
,,,,33928
,,,Overture,33929
,,,,33930
,,,,33931
,,,,33932
,,,,33933
,,,,33934
,,,,33935
,,,,33936
,,,,33937
,,,,33938
,,,,33939
,,,,33940
,,,"Op. 25, No. 4 (Etude in Double Thirds)",33941
,,,"Op. 25, No. 9 (""Butterfly"")",33942
,,,,33943
,,,,33944
,,,,33945
,,,,33946
,,,,33947
,,,,33948
,,,Prelude. Andante moderato (Prelude to Act I),33949
,,,Les dragons d'Alcala. Allegro moderato (Prelude to Act II),33950
,,,Intermezzo. Andantino quasi Allegretto (Prelude to Act III),33951
,,,Aragonnaise. Allegro vivo (Prelude to Act IV),33952
,,,Danse boheme. Andante quasi Allegretto (Act II),33953
,,,,33954
,,,,33955
,,,Prelude,33956
,,,Cortege et Air de Danse,33957
,,,"Nuages (""Clouds"")",33958
,,,"Fêtes (""Festivals"")",33959
,,,,33960
,,,Act I: Prelude,33961
,,,Act III: Introduction,33962
,,,PROLOGUE: Siegfried's Rhine Journey,33963
,,,Act I: Prelude,33964
,,,Act III: Prelude,33965
,,,Liebestod (orch. only),33966
,,,,33967
,,,,33968
,,,"""Jubilee""",33969
,,,"""Noël""",33970
,,,,33971
,,,,33972
,,,,33973
,,,,33974
,,,,33975
,,,,33976
,,,Overture,33977
,,,,33978
,,,,33979
,,,,33980
,,,,33981
,,,,33982
,,,,33983
,,,,33984
,,,,33985
,,,,33986
,,,,33987
,,,,33988
,,,,33989
,,,,33990
,,,interrupted by rain,33991
,,,,33992
,,,,33993
,,,,33994
,,,,33995
,,,,33996
,,,,33997
,,,,33998
,,,,33999
,,,"Summertime, Clara, Act I, scene 1",34000
,,,"""The Man I Love""",34001
,,,"""I Got Rhythm""",34002
,,,"It Ain't Necessarily So, Sportin' Life/Chorus, Act II, scene 2",34003
,,,,34004
,,,,34005
,,,,34006
,,,,34007
,,,PART I,34008
,,,PART II,34009
,,,,34010
,,,PART III,34011
,,,,34012
,,,PART I,34013
,,,PART II,34014
,,,,34015
,,,PART III,34016
,,,,34017
,,,,34018
,,,Overture,34019
,,,"""Che gelida manina,"" Rodolfo (aria), Act I",34020
,,,,34021
,,,Overture,34022
,,,,34023
,,,,34024
,,,,34025
,,,,34026
,,,,34027
,,,,34028
,,,,34029
,,,,34030
,,,,34031
,,,,34032
,,,,34033
,,,,34034
,,,,34035
,,,,34036
,,,Prelude and Liebestod (with or without soloist),34037
,,,,34038
,,,,34039
,,,,34040
,,,,34041
,,,,34042
,,,,34043
,,,,34044
,,,Hjertsår (Heart Wounds) (from song Op. 33/3),34045
,,,,34046
,,,,34047
,,,Dance of the Comedians,34048
,,,,34049
,,,,34050
,,,,34051
,,,,34052
,,,,34053
,,,,34054
,,,Ballet Des Sylphes,34055
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),34056
,,,Rakoczy March (Hungarian March),34057
,,,,34058
,,,,34059
,,,,34060
,,,,34061
,,,,34062
,,,Polka,34063
,,,Fugue,34064
,,,Prelude,34065
,,,,34066
,,,,34067
,,,,34068
,,,,34069
,,,March,34070
,,,Dance of the Young Maidens [No. 8 in opera],34071
,,,Polovtsian Dances [Nos. 8 & 17 in opera],34072
,,,Prelude,34073
,,,,34074
,,,,34075
,,,,34076
,,,March,34077
,,,Dance of the Young Maidens [No. 8 in opera],34078
,,,Polovtsian Dances [Nos. 8 & 17 in opera],34079
,,,"""Jubilee""",34080
,,,,34081
,,,,34082
,,,,34083
,,,,34084
,,,Overture,34085
,,,,34086
,,,,34087
,,,,34088
,,,,34089
,,,,34090
,,,,34091
,,,,34092
,,,,34093
,,,,34094
,,,,34095
,,,Overture,34096
,,,,34097
,,,,34098
,,,,34099
,,,,34100
,,,,34101
,,,,34102
,,,Overture,34103
,,,,34104
,,,,34105
,,,,34106
,,,Overture,34107
,,,,34108
